,Id,Probability,Score
202,203,0.894841783,424.8514041
203,204,0.332502627,657.0054134
204,205,0.161241274,734.8899384
205,206,0.092540434,786.7496729
206,207,0.150155498,741.7906462
207,208,0.081970621,797.6180425
208,209,0.55706133,581.2478389
209,210,0.084423521,794.9873022
210,211,0.653995779,547.9220363
211,212,0.199379173,713.7166468
212,213,0.144790077,745.2818728
213,214,0.090036341,789.2190472
214,215,0.169876077,729.776173
215,216,0.531609592,589.6435296
216,217,0.098847195,780.7861526
217,218,0.523647686,592.2567002
218,219,0.130216737,755.3417818
219,220,0.080962062,798.7205624
220,221,0.14259606,746.7404696
221,222,0.104586247,775.6470005
222,223,0.139810683,748.6194145
223,224,0.127303193,757.4663585
224,225,0.107569029,773.0737812
225,226,0.537350827,587.7560002
226,227,0.109104622,771.773435
227,228,0.442828111,618.7888143
228,229,0.520116486,593.4143309
229,230,0.920503142,399.6552015
230,231,0.849577947,458.3800965
231,232,0.130918204,754.8363174
232,233,0.120921469,762.2693526
233,234,0.127669938,757.1966583
234,235,0.076437851,803.8259753
235,236,0.812309704,480.1557661
236,237,0.268063684,682.1655586
237,238,0.078948229,800.9600181
238,239,0.188940336,719.1752656
239,240,0.143269293,746.2909249
240,241,0.409298197,630.0097491
241,242,0.123454605,760.3374051
242,243,0.091843732,787.430622
243,244,0.204462111,711.1364079
244,245,0.620582464,559.7526643
245,246,0.11497985,766.9418177
246,247,0.329024101,658.2908612
247,248,0.089111544,790.1466816
248,249,0.12077169,762.3846727
249,250,0.88710722,431.3670639
250,251,0.206082009,710.324149
251,252,0.853298424,455.9740111
252,253,0.077009152,803.1662548
253,254,0.613363962,562.251368
254,255,0.074283253,806.3554506
255,256,0.127137559,757.5883815
256,257,0.269189134,681.6969696
257,258,0.811109965,480.7978812
258,259,0.303289569,668.0315755
259,260,0.689411248,534.7752752
260,261,0.122971523,760.7031883
261,262,0.161575805,734.6877702
262,263,0.10177315,778.1339243
263,264,0.474048289,608.4990374
264,265,0.57129366,576.5126674
265,266,0.151379809,741.008456
266,267,0.531565975,589.6578583
267,268,0.417788428,627.1460463
268,269,0.841508965,463.4350115
269,270,0.086064188,793.2661566
270,271,0.296419083,670.7086248
271,272,0.388805113,637.0012197
272,273,0.098659439,780.9587173
273,274,0.129565557,755.8130868
274,275,0.106293642,774.1662525
275,276,0.204372613,711.1814236
276,277,0.115473864,766.5454416
277,278,0.095913617,783.5164144
278,279,0.486430975,604.4408754
279,280,0.205075547,710.8282555
280,281,0.935482544,381.256439
281,282,0.378663327,640.5094533
282,283,0.416422387,627.6056478
283,284,0.11307961,768.480445
284,285,0.098325664,781.26621
285,286,0.105430869,774.9118534
286,287,0.115082498,766.8593355
287,288,0.327276899,658.9391255
288,289,0.485456098,604.7601075
289,290,0.576663003,574.7164789
290,291,0.862621551,449.7140503
291,292,0.097622111,781.9174219
292,293,0.274282852,679.5914372
293,294,0.117152088,765.2098205
294,295,0.077593073,802.4965807
295,296,0.20562566,710.5524939
296,297,0.144383379,745.5508535
297,298,0.25077252,689.5298068
298,299,0.079499962,800.3413288
299,300,0.090191177,789.0645761
300,301,0.583115563,572.5498559
301,302,0.097225951,782.2859534
302,303,0.126261993,758.2356795
303,304,0.112086513,769.2935502
304,305,0.902489638,417.9787578
305,306,0.286834899,674.5039444
306,307,0.072777019,808.1641365
307,308,0.925633564,393.7434492
308,309,0.870137609,444.4020023
309,310,0.112622429,768.8539875
310,311,0.916635024,403.886045
311,312,0.150036012,741.8672644
312,313,0.849090324,458.691802
313,314,0.288182272,673.9659085
314,315,0.35207906,649.8908777
315,316,0.595751855,568.2783428
316,317,0.891879483,427.395087
317,318,0.099151008,780.5075383
318,319,0.10544158,774.9025641
319,320,0.558151741,580.8862566
320,321,0.537642998,587.6598612
321,322,0.131827059,754.1848225
322,323,0.110708088,770.4326429
323,324,0.1017081,778.1921486
324,325,0.503590522,598.825161
325,326,0.112345807,769.0806464
326,327,0.16958986,729.9423094
327,328,0.10444391,775.7714043
328,329,0.185193286,721.19086
329,330,0.08429933,795.1188173
330,331,0.123597915,760.2291292
331,332,0.161886164,734.5005119
332,333,0.105804764,774.5880786
333,334,0.209954161,708.4015025
334,335,0.30192833,668.5592062
335,336,0.398476946,633.6864848
336,337,0.126180886,758.2958353
337,338,0.780213338,496.3667591
338,339,0.208156772,709.2906831
339,340,0.094328455,785.0229139
340,341,0.075850658,804.5087774
341,342,0.132573493,753.6525993
342,343,0.144511413,745.4661069
343,344,0.313494923,664.1173312
344,345,0.143448792,746.1713633
345,346,0.175406459,726.6087871
346,347,0.905125733,415.4983531
347,348,0.617919388,560.6765808
348,349,0.151733819,740.7832548
349,350,0.102378684,777.593506
350,351,0.508236466,597.3047845
351,352,0.238224188,695.0876006
352,353,0.075183101,805.2909476
353,354,0.695611526,532.3933968
354,355,0.111630189,769.6692807
355,356,0.093446216,785.8712213
356,357,0.933705115,383.6350801
357,358,0.081577984,798.0457817
358,359,0.223951447,701.6598795
359,360,0.840484722,464.061564
360,361,0.176337781,726.0831786
361,362,0.094950611,784.4289502
362,363,0.084166513,795.2596619
363,364,0.145503084,744.811817
364,365,0.739975437,514.450215
365,366,0.682200247,537.5128364
366,367,0.209092014,708.8273107
367,368,0.457744283,613.8591285
368,369,0.137457621,750.2313134
369,370,0.901111302,419.251953
370,371,0.136641981,750.7954559
371,372,0.651105767,548.9647118
372,373,0.137965775,749.8812669
373,374,0.107169158,773.4150703
374,375,0.135082613,751.8819419
375,376,0.078498247,801.467542
376,377,0.17904561,724.5672466
377,378,0.099030014,780.6184057
378,379,0.145497642,744.8153974
379,380,0.172500015,728.2633624
380,381,0.087394411,791.8923672
381,382,0.156017727,738.0916398
382,383,0.296124086,670.8243628
383,384,0.536263435,588.1137336
384,385,0.102306375,777.6578901
385,386,0.080471047,799.2618614
386,387,0.076183938,804.1206387
387,388,0.163465278,733.5521956
388,389,0.230666005,698.53255
389,390,0.12359901,760.2283023
390,391,0.077516612,802.5840073
391,392,0.093967389,785.3692298
392,393,0.165233917,732.4987727
393,394,0.709155915,527.0926353
394,395,0.104721462,775.5289597
395,396,0.07934951,800.509649
396,397,0.505556293,598.1819061
397,398,0.693200871,533.3226454
398,399,0.094292636,785.0572165
399,400,0.189643253,718.8005848
400,401,0.092438631,786.8488862
401,402,0.079495683,800.3461119
402,403,0.147763313,743.3342572
403,404,0.07448228,806.1189883
404,405,0.936440956,379.9484154
405,406,0.931866941,386.033491
406,407,0.172478742,728.2755536
407,408,0.573495212,575.7768936
408,409,0.222006719,702.5780377
409,410,0.149754544,742.0479494
410,411,0.192181395,717.4564436
411,412,0.254191856,688.0478077
412,413,0.670630084,541.837238
413,414,0.114536569,767.2987512
414,415,0.094877295,784.4987626
415,416,0.68099315,537.9678149
416,417,0.604561993,565.2750666
417,418,0.326057313,659.3926815
418,419,0.108075941,772.6427328
419,420,0.166562735,731.7132481
420,421,0.10953574,771.411252
421,422,0.099224113,780.4406101
422,423,0.288115334,673.9926029
423,424,0.084350815,795.0642747
424,425,0.084415005,794.9963148
425,426,0.115805512,766.2801675
426,427,0.215015459,705.9272451
427,428,0.133192097,753.2134419
428,429,0.629406163,556.6729864
429,430,0.100090227,779.650997
430,431,0.877586416,438.872807
431,432,0.087870871,791.4049003
432,433,0.109050433,771.819048
433,434,0.145787919,744.6245714
434,435,0.244024228,692.4946803
435,436,0.272644629,680.2659191
436,437,0.490636184,603.0641989
437,438,0.656420859,547.0439352
438,439,0.094094161,785.247501
439,440,0.300272949,669.2026725
440,441,0.121387033,761.9116831
441,442,0.242344719,693.2411481
442,443,0.396731554,634.2825776
443,444,0.078550734,801.4082063
444,445,0.315962945,663.1812685
445,446,0.901007848,419.3468764
446,447,0.104941546,775.337117
447,448,0.6015918,566.2900536
448,449,0.432232791,622.3107193
449,450,0.082771657,796.7511479
450,451,0.189364301,718.9491489
451,452,0.086897555,792.4032676
452,453,0.699136943,531.0269406
453,454,0.106093227,774.3389724
454,455,0.456171409,614.3776156
455,456,0.26206188,684.6858479
456,457,0.406842774,630.8412744
457,458,0.145000824,745.1427363
458,459,0.545329278,585.1274248
459,460,0.135190109,751.8067059
460,461,0.152062206,740.5747388
461,462,0.415892851,627.7839248
462,463,0.112305956,769.1133398
463,464,0.481808217,605.95498
464,465,0.350727871,650.3758189
465,466,0.078477169,801.4913805
466,467,0.105896456,774.5088319
467,468,0.141158887,747.706082
468,469,0.093987855,785.349568
469,470,0.826191958,472.4839712
470,471,0.077469337,802.6381018
471,472,0.103753728,776.3767626
472,473,0.880054416,436.9770525
473,474,0.343726142,652.9027534
474,475,0.203379433,711.6819593
475,476,0.113172828,768.4044425
476,477,0.103053198,776.9948493
477,478,0.12184269,761.5627677
478,479,0.22796102,699.78458
479,480,0.107611441,773.0376481
480,481,0.577041105,574.5897704
481,482,0.077379444,802.7410454
482,483,0.302390292,668.3799941
483,484,0.344596276,652.5874123
484,485,0.07341613,807.3925215
485,486,0.842612821,462.7560673
486,487,0.275476517,679.1015642
487,488,0.555761071,581.6787691
488,489,0.646970633,550.449678
489,490,0.317329061,662.6648264
490,491,0.105076516,775.219642
491,492,0.240422801,694.0996866
492,493,0.915697945,404.8840703
493,494,0.11443169,767.3833765
494,495,0.864394164,448.4837856
495,496,0.191019863,718.0698702
496,497,0.149885112,741.9640981
497,498,0.109025432,771.8400991
498,499,0.625834023,557.923249
499,500,0.124374385,759.6443458
500,501,0.131037963,754.7502513
501,502,0.108137621,772.5904051
502,503,0.243801029,692.5936812
503,504,0.126729829,757.8893369
504,505,0.087980659,791.2929148
505,506,0.826896535,472.0819699
506,507,0.40084078,632.8805801
507,508,0.075273184,805.1850268
508,509,0.082913587,796.5983455
509,510,0.11480581,767.0818131
510,511,0.179752038,724.1747193
511,512,0.838583235,465.2161588
512,513,0.396554733,634.343016
513,514,0.18115727,723.3974668
514,515,0.152492735,740.3019249
515,516,0.877411892,439.0056145
516,517,0.094618731,784.7453563
517,518,0.109148764,771.7362936
518,519,0.081248151,798.4065543
519,520,0.114321638,767.4722484
520,521,0.083993581,795.4433488
521,522,0.118778922,763.9308456
522,523,0.549654493,583.699321
523,524,0.349915994,650.6676142
524,525,0.465416015,611.3339777
525,526,0.920049561,400.1609142
526,527,0.708406165,527.3897596
527,528,0.097775091,781.7754678
528,529,0.796406672,488.4259913
529,530,0.27150527,680.7365053
530,531,0.103839702,776.3011611
531,532,0.08209199,797.4862006
532,533,0.111931986,769.4206355
533,534,0.07508804,805.4028481
534,535,0.15250966,740.2912129
535,536,0.079809604,799.9958264
536,537,0.109222944,771.6739076
537,538,0.448560568,616.8907422
538,539,0.165321124,732.4470657
539,540,0.097109494,782.3945434
540,541,0.179896766,724.0944498
541,542,0.227442107,700.0259576
542,543,0.333706377,656.5621604
543,544,0.724261904,521.0056103
544,545,0.150654424,741.4712604
545,546,0.09638902,783.0689433
546,547,0.094944561,784.4347093
547,548,0.08176131,797.8458333
548,549,0.080061477,799.7156851
549,550,0.782939085,495.0606722
550,551,0.857609232,453.1220967
551,552,0.791040508,491.1071232
552,553,0.153821202,739.464074
553,554,0.096471141,782.991847
554,555,0.672917994,540.9884535
555,556,0.203272409,711.736005
556,557,0.163071192,733.7881654
557,558,0.181801757,723.042563
558,559,0.627830216,557.2251755
559,560,0.314111371,663.8831545
560,561,0.065766698,817.0655102
561,562,0.17165947,728.7459729
562,563,0.574789055,575.34403
563,564,0.292744229,672.155214
564,565,0.61229478,562.6199747
565,566,0.111275074,769.9626075
566,567,0.080044212,799.7348621
567,568,0.245033805,692.0476417
568,569,0.889513882,429.3827682
569,570,0.33708477,655.3223774
570,571,0.697710016,531.5811059
571,572,0.217903316,704.5344212
572,573,0.14041584,748.2085473
573,574,0.525992709,591.4875118
574,575,0.430377211,622.9295469
575,576,0.084633966,794.7648468
576,577,0.282377598,676.2947253
577,578,0.101497285,778.3810701
578,579,0.652805844,548.3518395
579,580,0.091458781,787.8088627
580,581,0.088250415,791.0182947
581,582,0.133115145,753.2679773
582,583,0.091334601,787.9311835
583,584,0.17651808,725.9816759
584,585,0.312230083,664.598605
585,586,0.08614921,793.177777
586,587,0.117436064,764.9854618
587,588,0.469428331,610.0155436
588,589,0.14043338,748.1966608
589,590,0.125710767,758.6451681
590,591,0.732631151,517.5445195
591,592,0.097365732,782.1557681
592,593,0.16054021,735.3147164
593,594,0.147955364,743.2095734
594,595,0.794412368,489.428461
595,596,0.137042973,750.5177544
596,597,0.131909338,754.1260308
597,598,0.190552918,718.3172753
598,599,0.295902031,670.9115271
599,600,0.099087242,780.5659524
600,601,0.113623825,768.0375049
601,602,0.298889141,669.7421303
602,603,0.172496093,728.26561
603,604,0.111669625,769.6367568
604,605,0.669754601,542.161235
605,606,0.094951284,784.4283096
606,607,0.491989047,602.6214081
607,608,0.173141736,727.8961611
608,609,0.871628863,443.31716
609,610,0.142278639,746.9530383
610,611,0.397907525,633.8808579
611,612,0.079975538,799.8111787
612,613,0.091035096,788.226821
613,614,0.233959022,697.0221362
614,615,0.154165466,739.247917
615,616,0.083148024,796.3464702
616,617,0.549119806,583.8759943
617,618,0.098875406,780.7602494
618,619,0.13470408,752.1472785
619,620,0.199577809,713.614895
620,621,0.077618306,802.4677462
621,622,0.326193629,659.3419431
622,623,0.171893751,728.6112694
623,624,0.225681717,700.8477298
624,625,0.5589188,580.6317872
625,626,0.925215073,394.2394728
626,627,0.575107804,575.2373381
627,628,0.112885914,768.6385443
628,629,0.097768259,781.7818031
629,630,0.805079875,483.9788361
630,631,0.100064441,779.6744175
631,632,0.18494654,721.3246881
632,633,0.075747683,804.6290189
633,634,0.311714004,664.7952794
634,635,0.557668831,581.0464132
635,636,0.072760312,808.1843909
636,637,0.103049678,776.9979644
637,638,0.144822231,745.2606336
638,639,0.596628484,567.980486
639,640,0.082458337,797.089315
640,641,0.10211605,777.827549
641,642,0.888591011,430.148103
642,643,0.734279134,516.8549736
643,644,0.92535503,394.073871
644,645,0.603315913,565.7011988
645,646,0.859363765,451.9407203
646,647,0.106781128,773.7473261
647,648,0.693779578,533.0999417
648,649,0.087359851,791.927819
649,650,0.145597079,744.7499927
650,651,0.894609825,425.0528465
651,652,0.116398353,765.8076143
652,653,0.328523555,658.4763985
653,654,0.925410465,394.0081996
654,655,0.11079104,770.3637437
655,656,0.165514539,732.3324638
656,657,0.125592651,758.7331127
657,658,0.124864754,759.2766457
658,659,0.65826956,546.372552
659,660,0.792421427,490.4220761
660,661,0.241926598,693.4275306
661,662,0.824855959,473.242716
662,663,0.606616765,564.5713613
663,664,0.673409186,540.8058313
664,665,0.927504991,391.4933986
665,666,0.074277645,806.3621218
666,667,0.131973911,754.0799124
667,668,0.554744556,582.0154848
668,669,0.912256273,408.4652526
669,670,0.298708105,669.8128104
670,671,0.100509966,779.2705149
671,672,0.627145647,557.4647414
672,673,0.259462295,685.7889899
673,674,0.075632008,804.764269
674,675,0.912759586,407.9495644
675,676,0.787868388,492.6682435
676,677,0.184138735,721.7637871
677,678,0.216377295,705.2687505
678,679,0.222641275,702.2778185
679,680,0.797509318,487.8685888
680,681,0.360006919,647.0623306
681,682,0.103251019,776.8199335
682,683,0.338958867,654.6372714
683,684,0.138972934,749.1906637
684,685,0.712863557,525.6165996
685,686,0.080989828,798.6900425
686,687,0.09153278,787.7360427
687,688,0.111542036,769.7420193
688,689,0.631681332,555.8740913
689,690,0.153934466,739.392914
690,691,0.395923842,634.5587335
691,692,0.921798832,398.1959293
692,693,0.222361969,702.4098875
693,694,0.210604893,708.0809602
694,695,0.244742523,692.1764927
695,696,0.148578362,742.8060276
696,697,0.073780039,806.9559243
697,698,0.255453415,687.5043523
698,699,0.868769834,445.3877379
699,700,0.118693058,763.9979693
700,701,0.099054865,780.5956248
701,702,0.823780896,473.8499654
702,703,0.667466131,543.0061009
703,704,0.933989976,383.2578859
704,705,0.233818948,697.0860816
705,706,0.106525191,773.9670578
706,707,0.252671382,688.7051671
707,708,0.115172433,766.7871214
708,709,0.188015605,719.6698137
709,710,0.097274391,782.2408198
710,711,0.408573102,630.25514
711,712,0.726927851,519.9103408
712,713,0.124238472,759.7464793
713,714,0.103442905,776.6505487
714,715,0.125321641,758.9351643
715,716,0.909473187,411.2694503
716,717,0.09244182,786.8457768
717,718,0.314492828,663.738371
718,719,0.201545502,712.6110178
719,720,0.071201005,810.0939269
720,721,0.08529418,794.0701959
721,722,0.132481475,753.7180726
722,723,0.476903484,607.5625621
723,724,0.105814492,774.5796681
724,725,0.809035759,481.9006834
725,726,0.164344794,733.0272068
726,727,0.127797231,757.1032031
727,728,0.237796037,695.2807111
728,729,0.473207874,608.7747883
729,730,0.928168121,390.6832474
730,731,0.24013541,694.228469
731,732,0.291272423,672.7375601
732,733,0.081667052,797.9485867
733,734,0.119758932,763.1676861
734,735,0.588176888,570.8437139
735,736,0.205773023,710.4787164
736,737,0.306715264,666.7096138
737,738,0.68672769,535.7980409
738,739,0.143779858,745.9511717
739,740,0.089657875,789.5976312
740,741,0.110672275,770.4624029
741,742,0.133564899,752.9496166
742,743,0.350546092,650.4411247
743,744,0.158092663,736.8095692
744,745,0.13625655,751.0630282
745,746,0.379188754,640.3268251
746,747,0.099559159,780.1344333
747,748,0.286628256,674.5865949
748,749,0.207872293,709.4319345
749,750,0.47894253,606.8940821
750,751,0.826762299,472.1586588
751,752,0.08457856,794.8233662
752,753,0.101655743,778.2390358
753,754,0.078355248,801.6293844
754,755,0.202997253,711.8750525
755,756,0.140208831,748.3489276
756,757,0.288477574,673.8481882
757,758,0.12338622,760.3891105
758,759,0.088274911,790.9933945
759,760,0.114377118,767.4274365
760,761,0.118666616,764.0186487
761,762,0.326505791,659.2257941
762,763,0.539920704,586.9100837
763,764,0.086621341,792.6884333
764,765,0.127280547,757.4830339
765,766,0.482151211,605.8426064
766,767,0.086868423,792.433305
767,768,0.430080702,623.0284913
768,769,0.131162283,754.660978
769,770,0.715964862,524.3731896
770,771,0.085032157,794.3453004
771,772,0.784525234,494.2951827
772,773,0.484154526,605.1863758
773,774,0.100708917,779.0906641
774,775,0.272411079,680.3622811
775,776,0.085436199,793.9214068
776,777,0.64186864,552.2710231
777,778,0.103513944,776.5879104
778,779,0.152050993,740.5818527
779,780,0.892030588,427.2668289
780,781,0.437778255,620.4650366
781,782,0.249466822,690.0992586
782,783,0.127326834,757.4489532
783,784,0.455378077,614.6392407
784,785,0.203721569,711.5093272
785,786,0.666327646,543.4253224
786,787,0.412251066,629.0117873
787,788,0.24464403,692.2200853
788,789,0.639203528,553.2178517
789,790,0.733781706,517.0633927
790,791,0.250628746,689.5924138
791,792,0.907996747,412.7257008
792,793,0.489413637,603.4643757
793,794,0.169879745,729.7740453
794,795,0.893477497,426.030632
795,796,0.085858631,793.4801586
796,797,0.642313672,552.1126157
797,798,0.146571742,744.110861
798,799,0.883005811,434.6652253
799,800,0.177247161,725.5720544
800,801,0.133724515,752.8368496
801,802,0.142015871,747.1293068
802,803,0.455282472,614.6707743
803,804,0.118887413,763.8460934
804,805,0.83121856,469.5872297
805,806,0.147459477,743.5317881
806,807,0.085051473,794.3249938
807,808,0.479085845,606.8471066
808,809,0.323298167,660.4220393
809,810,0.329419671,658.1443371
810,811,0.670001622,542.0698622
811,812,0.276845922,678.5411858
812,813,0.234593796,696.7326872
813,814,0.126882342,757.7766666
814,815,0.578009745,574.2650241
815,816,0.373821188,642.1972168
816,817,0.082604704,796.9311954
817,818,0.14037984,748.2329478
818,819,0.098858088,780.7761499
819,820,0.444295777,618.3023962
820,821,0.146352144,744.2545535
821,822,0.844575737,461.5391149
822,823,0.113312856,768.2903774
823,824,0.095954347,783.4779999
824,825,0.115483507,766.5377191
825,826,0.16162454,734.6583463
826,827,0.315020066,663.5384123
827,828,0.16105645,735.0017791
828,829,0.119988544,762.9896619
829,830,0.117801532,764.6974104
830,831,0.659071717,546.0806945
831,832,0.226829565,700.3113882
832,833,0.738435084,515.1038129
833,834,0.100753127,779.0507413
834,835,0.438671709,620.1681667
835,836,0.179819682,724.1371961
836,837,0.774440643,499.0949826
837,838,0.171749654,728.694103
838,839,0.5858145,571.6408197
839,840,0.912397321,408.3210069
840,841,0.762947873,504.3831908
841,842,0.369519728,643.7039188
842,843,0.776201257,498.2682309
843,844,0.437720294,620.4843
844,845,0.933891359,383.3886389
845,846,0.932939041,384.6420463
846,847,0.100105715,779.6369323
847,848,0.095154858,784.234718
848,849,0.826368577,472.3833211
849,850,0.16266325,734.0329161
850,851,0.274725515,679.4096168
851,852,0.230569889,698.5768612
852,853,0.532566829,589.3290263
853,854,0.135059093,751.8984102
854,855,0.075310035,805.1417304
855,856,0.192294934,717.3966333
856,857,0.283844193,675.7036325
857,858,0.358822889,647.4830024
858,859,0.073495854,807.2967031
859,860,0.429403635,623.2544899
860,861,0.863169721,449.3350326
861,862,0.077383605,802.7362779
862,863,0.090698182,788.5604323
863,864,0.115131657,766.8198568
864,865,0.131328486,754.541741
865,866,0.1022896,777.6728324
866,867,0.084314512,795.1027305
867,868,0.49572125,601.4000412
868,869,0.239482126,694.521604
869,870,0.082111981,797.4645016
870,871,0.128286619,756.7446452
871,872,0.240363848,694.1260954
872,873,0.08374578,795.7071607
873,874,0.082632914,796.9007496
874,875,0.085294344,794.070024
875,876,0.274753841,679.3979883
876,877,0.124053399,759.8857091
877,878,0.202279748,712.238299
878,879,0.081685284,797.9287031
879,880,0.18075552,723.6191988
